SYMBOL,NAME_OF_COMPANY,P/E Ratio,Debt-to-Equity,ROE (%),Earnings Growth,Market Cap,Sector,Industry
BARBEQUE,Barbeque Nation Hospitality Limited,,188.031,,0.027,10859693056.0,Consumer Cyclical,Restaurants
BASF,BASF India Limited,31.645502,5.048,,-0.261,194168373248.0,Basic Materials,Specialty Chemicals
BASML,Bannari Amman Spinning Mills Limited,,115.069,,,1967303296.0,Consumer Cyclical,Textile Manufacturing
BATAINDIA,Bata India Limited,45.659157,97.861,,0.013,158918443008.0,Consumer Cyclical,Footwear & Accessories
BAYERCROP,Bayer Cropscience Limited,40.81625,1.084,,-0.633,212933427200.0,Basic Materials,Agricultural Inputs
BBL,Bharat Bijlee Limited,42.374573,6.456,,0.368,28067291136.0,Industrials,Electrical Equipment & Parts
BBOX,Black Box Limited,30.218382,113.253,,0.35,56366997504.0,Technology,Software - Application
BBTC,Bombay Burmah Trading Corporation Limited,10.00974,43.991,,-0.257,114830581760.0,Consumer Defensive,Packaged Foods
BBTCL,B&B Triplewall Containers Limited,,185.143,,,2928178688.0,Consumer Cyclical,Packaging & Containers
BCLIND,Bcl Industries Limited,11.796238,48.176,,-0.458,11154208768.0,Consumer Defensive,Beverages - Wineries & Distilleries
BCONCEPTS,Brand Concepts Limited,62.45098,145.647,,-0.419,3930156288.0,Consumer Cyclical,Footwear & Accessories
BDL,Bharat Dynamics Limited,156.3117,0.079,,0.088,406242328576.0,Industrials,Aerospace & Defense
BEARDSELL,Beardsell Limited,13.366667,42.718,,0.391,1106996608.0,Industrials,Building Products & Equipment
BECTORFOOD,Mrs. Bectors Food Specialities Limited,62.489567,13.212,,-0.042,91965136896.0,Consumer Defensive,Packaged Foods
BEDMUTHA,Bedmutha Industries Limited,18.17377,167.666,,-0.677,5365163520.0,Basic Materials,Steel
BEL,Bharat Electronics Limited,41.00586,0.344,,0.53,2047250137088.0,Industrials,Aerospace & Defense
BEML,BEML Limited,40.651066,24.039,,-0.494,106347560960.0,Industrials,Conglomerates
BEPL,Bhansali Engineering Polymers Limited,13.824175,,,0.012,25122258944.0,Basic Materials,Chemicals
BERGEPAINT,Berger Paints (I) Limited,49.765545,14.219,,0.019,569158205440.0,Basic Materials,Specialty Chemicals
BESTAGRO,Best Agrolife Limited,34.7066,76.482,,,6789581824.0,Basic Materials,Agricultural Inputs
BFINVEST,BF Investment Limited,3.4614167,,,-0.879,16473924608.0,Financial Services,Asset Management
BFUTILITIE,BF Utilities Limited,15.313592,141.438,51.49399999999999,-0.078,23156168704.0,Industrials,Infrastructure Operations
BGRENERGY,BGR Energy Systems Limited,,,,,6007447552.0,Industrials,Engineering & Construction
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,991.1666,13.982,,-0.068,38557077504.0,Basic Materials,Agricultural Inputs
BHAGERIA,Bhageria Industries Limited,20.909723,4.852,,0.471,6570634240.0,Basic Materials,Specialty Chemicals
BHAGYANGR,Bhagyanagar India Limited,19.95957,120.1,,0.453,2373709824.0,Basic Materials,Copper
BHANDARI,Bhandari Hosiery Exports Limited,15.580645,61.121,,-0.262,1159441536.0,Consumer Cyclical,Apparel Manufacturing
BHARATFORG,Bharat Forge Limited,54.043163,107.648,,-0.201,496973512704.0,Consumer Cyclical,Auto Parts
BHARATGEAR,Bharat Gears Limited,,87.505,,,1145639040.0,Consumer Cyclical,Auto Parts
BHARATRAS,Bharat Rasayan Limited,22.67574,5.926,,1.647,41498054656.0,Basic Materials,Agricultural Inputs
BHARATWIRE,Bharat Wire Ropes Limited,16.100185,17.798,,-0.438,11879990272.0,Basic Materials,Steel
BHARTIARTL,Bharti Airtel Limited,39.681576,135.125,21.236,4.911,9764015702016.0,Communication Services,Telecom Services
BHARTIHEXA,Bharti Hexacom Limited,158.69872,144.75,25.259999999999998,0.225,676849975296.0,Communication Services,Telecom Services
BHEL,Bharat Heavy Electricals Limited,129.75168,37.719,,,673256243200.0,Industrials,Specialty Industrial Machinery
BIGBLOC,Bigbloc Construction Limited,50.51639,117.465,,-0.754,8725328896.0,Industrials,Building Products & Equipment
BIKAJI,Bikaji Foods International Limited,61.724773,16.545,,-0.387,168598962176.0,Consumer Defensive,Packaged Foods
BIL,Bhartiya International Limited,294.68753,126.428,,,6843379712.0,Consumer Cyclical,Footwear & Accessories
BINANIIND,Binani Industries Limited,6.3850574,,,,348478464.0,Basic Materials,Specialty Chemicals
BIOCON,Biocon Limited,48.072918,62.765,,-0.962,386988048384.0,Healthcare,Biotechnology
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,113.60526,2.474,,0.667,713444672.0,Healthcare,Drug Manufacturers - Specialty & Generic
BIRLACABLE,Birla Cable Limited,78.16766,56.562,,-0.622,3916199680.0,Technology,Communication Equipment
BIRLACORPN,Birla Corporation Limited,33.117313,57.335,,-0.713,76843606016.0,Basic Materials,Building Materials
BIRLAMONEY,Aditya Birla Money Limited,9.977068,743.508,,0.44,8224910336.0,Financial Services,Capital Markets
BLACKBUCK,Zinka Logistics Solutions Limited,,33.859,,,71947411456.0,Technology,Software - Application
BLAL,BEML Land Assets Limited,,365.482,,,7891633152.0,Financial Services,Shell Companies
BLBLIMITED,BLB Limited,15.505882,0.694,,,709980288.0,Financial Services,Capital Markets
BLISSGVS,Bliss GVS Pharma Limited,20.300177,8.986,,-0.127,12070166528.0,Healthcare,Drug Manufacturers - Specialty & Generic
BLKASHYAP,B. L. Kashyap and Sons Limited,19.614107,53.761,,-0.839,10676827136.0,Industrials,Engineering & Construction
BLS,BLS International Services Limited,29.577656,22.607,,0.429,134003671040.0,Industrials,Specialty Business Services
BLSE,BLS E-Services Limited,27.616089,1.355,,0.0,13724781568.0,Industrials,Specialty Business Services
BLUECHIP,Blue Chip India Limited,740.0,,,,409251840.0,Financial Services,Capital Markets
BLUECOAST,Blue Coast Hotels Limited,0.8619286,,,,695127104.0,Consumer Cyclical,Lodging
BLUEDART,Blue Dart Express Limited,49.259853,76.963,,-0.089,135257333760.0,Industrials,Integrated Freight & Logistics
BLUEJET,Blue Jet Healthcare Limited,62.10391,0.117,,2.086,146239881216.0,Healthcare,Biotechnology
BLUESTARCO,Blue Star Limited,74.63707,12.747,,0.317,416504053760.0,Industrials,Building Products & Equipment
BODALCHEM,Bodal Chemicals Limited,128.875,77.241,,4.375,7790896128.0,Basic Materials,Specialty Chemicals
BOHRAIND,Bohra Industries Limited,,0.868,,,352473152.0,Basic Materials,Agricultural Inputs
BOMDYEING,Bombay Dyeing & Mfg Company Limited,4.824555,0.115,,-0.977,26296037376.0,Consumer Cyclical,Textile Manufacturing
BOROLTD,Borosil Limited,56.22625,12.607,,-0.089,38948802560.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BORORENEW,BOROSIL RENEWABLES LIMITED,,64.195,,,66975318016.0,Technology,Solar
BOROSCI,Borosil Scientific Limited,38.970684,4.482,,-0.262,10656741376.0,Consumer Cyclical,Packaging & Containers
BOSCHLTD,Bosch Limited,38.461372,0.247,,-0.115,778448863232.0,Consumer Cyclical,Auto Parts
BPCL,Bharat Petroleum Corporation Limited,8.224261,76.361,,0.193,1147145420800.0,Energy,Oil & Gas Refining & Marketing
BPL,BPL Limited,20.5419,51.771,,-0.787,3609019648.0,Technology,Consumer Electronics
BRIGADE,Brigade Enterprises Limited,34.725975,103.838,,2.149,232473411584.0,Real Estate,Real Estate - Development
BRITANNIA,Britannia Industries Limited,52.912376,85.079,,0.045,1138884083712.0,Consumer Defensive,Packaged Foods
BRNL,Bharat Road Network Limited,2.5035512,494.735,,,2970150912.0,Industrials,Infrastructure Operations
BROOKS,Brooks Laboratories Limited,,15.184,,,2998153728.0,Healthcare,Drug Manufacturers - Specialty & Generic
BSE,BSE Limited,57.468533,0.0,,1.03,531520028672.0,Financial Services,Financial Data & Stock Exchanges
BSHSL,Bombay Super Hybrid Seeds Limited,59.216587,40.926,,0.288,13484404736.0,Basic Materials,Agricultural Inputs
BSL,BSL Limited,16.666996,357.128,,-0.223,1737835136.0,Consumer Cyclical,Textile Manufacturing
BSOFT,BIRLASOFT LIMITED,18.872309,4.472,,-0.276,107290583040.0,Technology,Information Technology Services
BTML,Bodhi Tree Multimedia Limited,,86.809,,,1098398336.0,Communication Services,Entertainment
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,269.8077,4.803,,,10034031616.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BVCL,Barak Valley Cements Limited,31.559057,36.589,,-0.435,905900224.0,Basic Materials,Building Materials
BYKE,The Byke Hospitality Ltd,46.852715,33.193,,-0.2,3240792832.0,Consumer Cyclical,Lodging
CALSOFT,California Software Company Limited,56.272728,74.178,,-0.071,395392448.0,Technology,Software - Application
CAMLINFINE,Camlin Fine Sciences Limited,,115.27,,,31429756928.0,Basic Materials,Specialty Chemicals
CAMPUS,Campus Activewear Limited,63.27806,31.61,,0.877,75769356288.0,Consumer Cyclical,Footwear & Accessories
CAMS,Computer Age Management Services Limited,36.628357,9.19,,0.406,168560558080.0,Technology,Information Technology Services
CANBK,Canara Bank,4.5775814,,16.985,0.113,751956918272.0,Financial Services,Banks - Regional
CANFINHOME,Can Fin Homes Limited,9.62492,716.121,,0.06,80151896064.0,Financial Services,Mortgage Finance
CANTABIL,Cantabil Retail India Limited,30.951653,109.972,,0.393,21971703808.0,Consumer Cyclical,Apparel Manufacturing
CAPACITE,Capacit'e Infraprojects Limited,13.736582,21.409,,0.553,28147750912.0,Industrials,Engineering & Construction
CAPITALSFB,Capital Small Finance Bank Limited,9.407207,,12.475999999999999,-0.041,11811702784.0,Financial Services,Banks - Regional
CAPLIPOINT,Caplin Point Laboratories Limited,27.320528,0.094,,0.182,140009734144.0,Healthcare,Drug Manufacturers - Specialty & Generic
CAPTRUST,Capital Trust Limited,100.66326,128.357,,-0.912,1663811200.0,Financial Services,Credit Services
CARBORUNIV,Carborundum Universal Limited,45.65934,5.161,,-0.688,181972959232.0,Industrials,Conglomerates
CAREERP,Career Point Limited,10.764245,3.319,,-0.116,6495774720.0,Industrials,Conglomerates
CARERATING,CARE Ratings Limited,28.010372,2.722,,0.957,33142317056.0,Financial Services,Financial Data & Stock Exchanges
CARRARO,Carraro India Limited,21.696491,50.478,,-0.243,17922435072.0,Consumer Cyclical,Auto Parts
CARTRADE,Cartrade Tech Limited,69.94167,5.514,,,73952878592.0,Consumer Cyclical,Auto & Truck Dealerships
CARYSIL,CARYSIL LIMITED,28.656958,53.728,,-0.235,17623326720.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CASTROLIND,Castrol India Limited,24.688036,3.6,42.146,0.118,228981800960.0,Energy,Oil & Gas Refining & Marketing
CCCL,Consolidated Construction Consortium Limited,0.39638588,204.658,,,5687356928.0,Industrials,Engineering & Construction
CCHHL,Country Club Hospitality & Holidays Limited,196.625,15.2,,,2571304192.0,Consumer Cyclical,Lodging
CCL,CCL Products (India) Limited,27.783731,109.247,,-0.004,75964162048.0,Consumer Defensive,Packaged Foods
CDSL,Central Depository Services (India) Limited,40.323795,0.066,,0.212,223838994432.0,Financial Services,Capital Markets
CEATLTD,CEAT Limited,22.172125,49.518,,-0.465,106816577536.0,Consumer Cyclical,Auto Parts
CEIGALL,Ceigall India Limited,12.885531,58.457,,-0.185,42418974720.0,Industrials,Engineering & Construction
CELEBRITY,Celebrity Fashions Limited,,257.486,,,598886656.0,Consumer Cyclical,Apparel Manufacturing
CELLO,Cello World Limited,34.130157,2.195,,-0.003,118780813312.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CENTENKA,Century Enka Limited,13.424358,3.715,,1.991,10741754880.0,Consumer Cyclical,Textile Manufacturing
CENTEXT,Century Extrusions Limited,19.12381,61.593,,0.292,1606400000.0,Basic Materials,Aluminum
CENTRALBK,Central Bank of India,9.87381,,11.286999999999999,0.306,360085258240.0,Financial Services,Banks - Regional
CENTRUM,Centrum Capital Limited,,298.229,,,9591102464.0,Financial Services,Financial Conglomerates
CENTUM,Centum Electronics Limited,,136.786,,,18862721024.0,Technology,Electronic Components
CENTURYPLY,Century Plyboards (India) Limited,74.07661,55.332,,-0.074,156843032576.0,Basic Materials,Lumber & Wood Production
CERA,Cera Sanitaryware Limited,28.652594,5.183,,-0.092,67050168320.0,Industrials,Building Products & Equipment
CEREBRAINT,Cerebra Integrated Technologies Limited,,22.437,,,655616256.0,Technology,Computer Hardware
CESC,CESC Limited,13.169041,123.175,,-0.061,183816798208.0,Utilities,Utilities - Regulated Electric
CEWATER,Concord Enviro Systems Limited,32.77778,51.965,,,10623358976.0,Utilities,Utilities - Regulated Water
CGCL,Capri Global Capital Limited,34.21075,329.777,,0.896,131647291392.0,Financial Services,Credit Services
CGPOWER,CG Power and Industrial Solutions Limited,98.05237,0.819,,-0.68,916634927104.0,Industrials,Electrical Equipment & Parts
CHALET,Chalet Hotels Limited,158.86128,,,0.285,167620526080.0,Consumer Cyclical,Lodging
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,13.772581,1.215,,0.208,222982864896.0,Basic Materials,Agricultural Inputs
CHEMBOND,Chembond Chemicals Ltd,18.049433,2.269,,-0.132,7290320384.0,Basic Materials,Specialty Chemicals
CHEMCON,Chemcon Speciality Chemicals Limited,28.269592,8.861,,0.983,6620997632.0,Basic Materials,Specialty Chemicals
CHEMFAB,Chemfab Alkalis Limited,139.00375,20.965,,-0.735,10621956096.0,Basic Materials,Specialty Chemicals
CHEMPLASTS,Chemplast Sanmar Limited,,87.703,,,68066197504.0,Basic Materials,Chemicals
CHENNPETRO,Chennai Petroleum Corporation Limited,22.833403,79.216,,-0.943,84909023232.0,Energy,Oil & Gas Refining & Marketing
CHEVIOT,Cheviot Company Limited,9.708765,1.364,,-0.804,6076139008.0,Consumer Cyclical,Textile Manufacturing
CHOICEIN,Choice International Limited,172.27599,55.262,,-0.242,95964651520.0,Financial Services,Capital Markets
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,29.84917,738.948,,0.245,1214846730240.0,Financial Services,Credit Services
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,14.430563,644.426,,0.041,300095995904.0,Financial Services,Credit Services
CIEINDIA,CIE Automotive India Limited,17.797043,8.666,13.056999999999999,0.097,146073518080.0,Consumer Cyclical,Auto Parts
CIGNITITEC,Cigniti Technologies Limited,23.809736,3.282,,0.322,36473286656.0,Technology,Information Technology Services
CINELINE,Cineline India Limited,,168.044,,1.637,2878376704.0,Communication Services,Entertainment
CINEVISTA,Cinevista Limited,,,,,842593664.0,Communication Services,Entertainment
CIPLA,Cipla Limited,23.697521,1.621,,0.488,1180652404736.0,Healthcare,Drug Manufacturers - Specialty & Generic
CLEAN,Clean Science and Technology Limited,49.028515,0.157,,0.049,127908274176.0,Basic Materials,Specialty Chemicals
CLEDUCATE,CL Educate Limited,60.48718,12.164,,,3828536576.0,Consumer Defensive,Education & Training Services
CLSEL,Chaman Lal Setia Exports Limited,14.812346,7.04,,-0.222,14915193856.0,Consumer Defensive,Packaged Foods
CMSINFO,CMS Info Systems Limited,19.798185,8.862,,0.035,71753531392.0,Industrials,Specialty Business Services
COALINDIA,Coal India Limited,6.792961,8.053,,-0.063,2331360624640.0,Energy,Thermal Coal
COASTCORP,Coastal Corporation Limited,72.192314,171.295,,-0.345,2555122688.0,Consumer Defensive,Packaged Foods
COCHINSHIP,Cochin Shipyard Limited,42.558483,9.497,,-0.276,339808583680.0,Industrials,Aerospace & Defense
COFFEEDAY,Coffee Day Enterprises Limited,,45.104,,,5186236416.0,Consumer Cyclical,Restaurants
COFORGE,Coforge Limited,60.97709,13.323,,-0.161,487837663232.0,Technology,Information Technology Services
COLPAL,Colgate Palmolive (India) Limited,44.843807,4.238,,-0.022,655948578816.0,Consumer Defensive,Household & Personal Products
COMPINFO,Compuage Infocom Limited,,292.783,,,173251440.0,Technology,Electronics & Computer Distribution
COMPUSOFT,Compucom Software Limited,189.09999,42.648,,-0.692,1498630784.0,Consumer Defensive,Education & Training Services
COMSYN,Commercial Syn Bags Limited,26.97078,92.436,,,3431895808.0,Consumer Cyclical,Packaging & Containers
CONCOR,Container Corporation of India Limited,29.765224,7.45,,0.109,390100484096.0,Industrials,Railroads
CONCORDBIO,Concord Biotech Limited,52.908245,0.215,,-0.02,172527484928.0,Healthcare,Biotechnology
CONFIPET,Confidence Petroleum India Limited,22.199999,55.209,,0.034,16226650112.0,Energy,Oil & Gas Refining & Marketing
CONSOFINVT,Consolidated Finvest & Holdings Limited,5.56407,,,0.539,5656796672.0,Financial Services,Capital Markets
CONTROLPR,Control Print Limited,21.595264,2.377,,-0.385,9916403712.0,Industrials,Business Equipment & Supplies
CORALFINAC,Coral India Finance & Housing Limited,6.811355,,,-0.256,1498838784.0,Real Estate,Real Estate Services
CORDSCABLE,Cords Cable Industries Limited,16.055878,47.97,,0.59,2154547200.0,Industrials,Electrical Equipment & Parts
COROMANDEL,Coromandel International Limited,32.15346,5.67,,1.217,529253695488.0,Basic Materials,Agricultural Inputs
COSMOFIRST,COSMO FIRST LIMITED,13.173932,82.874,,1.594,15778331648.0,Consumer Cyclical,Packaging & Containers
COUNCODOS,Country Condo's Limited,70.0,6.118,,0.0,434544864.0,Real Estate,Real Estate - Development
CRAFTSMAN,Craftsman Automation Limited,55.8642,70.419,,-0.843,112957456384.0,Consumer Cyclical,Auto Parts
CREATIVE,Creative Newtech Limited,17.98476,29.563,,0.448,9660827648.0,Technology,Electronics & Computer Distribution
CREATIVEYE,Creative Eye Limited,,29.444,,,124360848.0,Communication Services,Entertainment
CREDITACC,CREDITACCESS GRAMEEN LIMITED,16.749819,275.798,,,147324846080.0,Financial Services,Credit Services
CREST,Crest Ventures Limited,11.414442,14.23,,0.171,10277739520.0,Financial Services,Financial Conglomerates
CRISIL,CRISIL Limited,46.727566,9.747,28.778,0.069,319848710144.0,Financial Services,Financial Data & Stock Exchanges
CROMPTON,Crompton Greaves Consumer Electricals Limited,42.1875,13.716,,0.276,221617487872.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CROWN,Crown Lifters Limited,9.627451,82.653,,0.741,1708298624.0,Industrials,Rental & Leasing Services
CSBBANK,CSB Bank Limited,8.786742,,,0.012,47586787328.0,Financial Services,Banks - Regional
CSLFINANCE,CSL Finance Limited,8.333334,114.08,,-0.005,5933865984.0,Financial Services,Credit Services
CTE,Cambridge Technology Enterprises Limited,,168.352,,,845686016.0,Technology,Information Technology Services
CUB,City Union Bank Limited,10.196991,,,0.13,110466195456.0,Financial Services,Banks - Regional
CUBEXTUB,Cubex Tubings Limited,29.94576,39.636,,1.113,1285558912.0,Basic Materials,Copper
CUMMINSIND,Cummins India Limited,39.06379,0.403,,0.119,785931304960.0,Industrials,Specialty Industrial Machinery
CUPID,Cupid Limited,99.9375,4.911,,0.241,17179207680.0,Consumer Defensive,Household & Personal Products
CYBERMEDIA,Cyber Media (India) Limited,,252.225,,,240492048.0,Communication Services,Publishing
CYBERTECH,Cybertech Systems And Software Limited,14.084453,3.213,,0.534,4568726528.0,Technology,Information Technology Services
CYIENT,Cyient Limited,20.834352,10.214,,-0.171,131283697664.0,Industrials,Conglomerates
CYIENTDLM,Cyient DLM Limited,52.60499,36.636,,-0.405,31809693696.0,Technology,Electronic Components
DABUR,Dabur India Limited,49.500988,16.24,,0.014,887843717120.0,Consumer Defensive,Household & Personal Products
